SID,CID,GRADE
04009221,CHEM-01,67.6
04006571,EE-02,86.6
04007570,PSY-04,61.3
04004491,PHIL-01,89.5
04000060,PSY-04,92.6
04000591,BIO-01,32.4
04004820,BME-02,62.5
04002910,MATH-02,71.6
04001091,PHIL-03,30.8
04006481,STAT-01,48.6
04009331,CHEM-04,60.3
04005591,ECON-03,67.2
04008741,ENV-05,71.6
04005670,MUS-04,78.4
04000831,ART-03,53.7
04009250,HIST-04,75.5
04008381,SOC-04,43.8
04001140,EE-02,72.0
04002920,CS-03,76.2
04003660,SOC-03,95.0
04004770,ENV-02,61.1
04000291,PHIL-04,68.7
04003871,BME-01,80.7
04007191,BIO-03,97.2
04008530,ART-03,65.9
04006621,MUS-02,41.0
04009440,ME-05,85.8
04002581,MUS-02,51.6
04002431,PHYS-01,52.7
04001320,HIST-04,75.6
04005840,CS-05,83.5
04001320,ENV-05,84.4
04006901,EE-03,54.2
04006130,STAT-05,81.2
04006171,HIST-03,47.4
04000501,HIST-05,83.1
04000451,MUS-01,76.3
04003510,CS-05,33.3
04002530,ME-02,66.9
04006310,PHYS-02,89.4
04001100,PHIL-03,36.2
04004250,PHIL-03,45.6
04004811,LAW-05,86.1
04000691,ENV-03,60.8
04008100,SE-03,79.5
04001530,MUS-04,75.7
04003411,BME-03,82.3
04002340,SE-01,72.1
04000371,STAT-05,73.0
04007510,PSY-04,75.6
04006331,SOC-05,59.1
04003991,BIO-05,64.4
04009931,HIST-02,83.3
04007831,ECON-05,42.9
04003831,PHIL-03,69.2
04005301,CE-03,90.1
04008300,PSY-02,78.6
04006790,SE-02,54.8
04009061,CS-04,92.0
04004421,SE-01,72.1
04000581,BIO-03,84.1
04009101,HIST-05,84.4
04002881,SOC-03,97.3
04000791,PHYS-03,79.4
04005871,SOC-01,78.7
04002570,BIO-03,65.2
04007661,BIO-01,82.6
04006411,MUS-02,40.9
04002920,MATH-05,68.6
04002910,CS-05,76.8
04002780,ECON-01,86.0
04004141,MATH-01,94.2
04004321,BIO-05,74.8
04005840,CS-02,35.8
04000071,CS-03,68.6
04001350,EE-03,81.0
04007470,ENV-04,77.7
04009661,MUS-04,70.9
04000800,ECON-04,86.5
04004670,PHYS-03,59.5
04002201,BIO-02,80.8
04001771,ART-02,85.3
04005771,STAT-01,81.1
04006211,PHIL-02,76.5
04006290,ENV-01,58.4
04005451,ME-05,77.4
04008450,LAW-02,77.4
04000960,ENV-03,88.2
04001611,ENV-03,79.4
04000191,LAW-03,45.2
04005840,CHEM-01,79.7
04001031,MATH-05,84.5
04000930,CS-05,81.0
04006231,SE-03,81.0
04000831,EE-03,82.7
04008790,PHIL-04,47.4
04008641,HIST-01,79.7
04009971,CS-01,85.3
04008750,LAW-03,87.2
04001420,CE-04,95.7
04006600,CE-02,41.8
04002801,EE-02,46.2
04004960,SE-02,56.1
04009740,BME-04,95.2
04007181,SOC-05,85.3
04009671,HIST-01,60.8
04007161,ME-02,82.8
04002910,CS-02,81.7
04001811,PHIL-02,91.5
04005781,MUS-02,61.1
04005341,ME-04,70.6
04008071,BME-02,70.2
04008020,BIO-03,87.4
04005270,SOC-05,71.4
04001771,PHIL-01,95.0
04007380,MUS-02,89.1
04007460,PHYS-03,49.5
04007950,CE-02,97.9
04008600,LAW-03,67.8
04003431,PSY-04,84.6
04005360,BIO-05,69.5
04008081,CS-04,93.5
04008361,EE-01,74.6
04002260,PHIL-03,91.9
04006541,EE-05,71.7
04003591,PHYS-04,66.3
04004880,MUS-03,77.3
04008011,BIO-03,66.9
04002930,ART-03,62.5
04009890,PSY-01,65.1
04007941,EE-02,58.5
04006250,PSY-04,73.3
04004110,PSY-04,80.0
04009551,ENV-04,80.9
04001140,PSY-01,73.9
04000090,BME-05,90.8
04000851,ME-04,70.9
04009571,LAW-04,66.3
04005380,PHYS-04,70.5
04004631,PSY-03,77.7
04004341,PHIL-02,60.4
04005301,ME-02,49.0
04000930,CHEM-01,80.8
04007641,MUS-02,48.2
04008721,LAW-04,46.6
04006461,CS-04,68.7
04004381,BME-03,62.7
04006430,ECON-02,47.3
04003120,ME-03,73.7
04004081,ART-05,72.9
04000990,HIST-02,46.7
04007690,MATH-03,88.7
04000781,LAW-05,75.7
04002151,PHIL-01,73.9
04003171,EE-03,64.6
04005530,PSY-01,79.8
04004101,CHEM-01,87.5
04005851,MUS-05,86.5
04009451,ME-04,76.5
04009391,STAT-03,71.4
04005131,ENV-01,94.6
04006581,EE-05,59.3
04008170,PHIL-05,52.9
04001930,CE-05,97.1
04001611,CS-02,94.5
04004310,LAW-05,58.5
04000451,ECON-01,68.3
04001380,ENV-03,85.9
04008501,ENV-04,83.9
04006781,SOC-01,70.0
04008781,BIO-03,86.8
04009721,PHYS-01,49.1
04005750,EE-04,82.1
04008961,CS-04,70.7
04009380,PHYS-03,48.4
04003880,CE-04,72.6
04003591,LAW-05,73.4
04009740,SOC-03,52.6
04001120,EE-05,76.0
04002611,PHYS-02,86.1
04005991,PSY-02,87.1
04004760,LAW-02,88.6
04008570,LAW-02,83.2
04002020,BIO-02,89.1
04005471,ECON-05,82.6
04007321,PHYS-04,86.2
04007280,CS-03,85.1
04003570,HIST-02,49.3
04001400,PSY-03,70.6
04002420,SOC-03,96.9
04008371,MUS-04,68.6
04000321,EE-03,64.0
04007750,ART-02,79.6
04003691,ECON-03,56.2
04000110,ENV-01,95.2
04004631,MUS-04,81.5
04005081,EE-05,66.4
04004230,CHEM-03,51.6
04004481,PSY-05,67.3
04000211,CHEM-02,70.4
04007080,BME-05,44.5
04009470,EE-03,65.4
04007410,BIO-04,79.8
04004890,MUS-04,81.7
04006150,ECON-03,52.0
04000101,PHIL-05,36.8
04007760,ECON-02,59.1
04004200,HIST-02,86.5
04001110,ME-05,74.0
04006021,CE-04,83.3
04006110,PHIL-03,71.2
04004021,LAW-04,35.0
04007470,CS-04,66.0
04005270,PSY-05,70.8
04005560,BME-03,90.1
04003061,SE-04,68.7
04001081,LAW-05,71.6
04003381,ENV-01,99.0
04004070,ME-04,74.7
04009501,PHIL-02,55.5
04002291,EE-04,71.8
04002581,ME-01,65.2
04009030,ENV-04,68.5
04001571,CHEM-03,93.8
04006950,MUS-01,77.5
04006321,CHEM-02,62.5
04009061,CE-03,56.6
04002000,BIO-05,72.1
04002050,ART-03,43.7
04002901,MUS-01,90.7
04004741,LAW-05,92.4
04007941,PSY-01,51.3
04003951,ME-04,90.9
04001110,ENV-01,61.5
04007410,BME-04,75.8
04007080,HIST-05,61.1
04008920,BME-02,75.9
04005570,PHYS-02,93.1
04005750,ME-03,61.0
04001420,MUS-05,97.7
04005921,PHIL-04,79.6
04000911,SOC-01,86.1
04008020,ME-05,91.4
04003761,CE-01,71.8
04009880,HIST-03,88.1
04006481,PSY-04,30.0
04002251,CHEM-01,67.9
04002281,ENV-03,45.6
04006581,MUS-02,79.1
04000870,BIO-05,41.4
04009520,MATH-04,38.3
04007130,MATH-01,65.8
04008410,LAW-02,53.9
04001001,CE-05,71.7
04007840,CS-03,90.1
04008320,ENV-02,93.0
04002810,LAW-04,86.6
04002691,SOC-04,56.1
04008491,HIST-04,67.8
04004731,ECON-05,52.7
04005721,CS-05,61.9
04006240,ART-02,59.1
04006000,MUS-03,73.3
04003570,SOC-02,84.7
04004381,LAW-04,62.4
04008020,ENV-01,39.7
04007731,CS-02,37.2
04005410,LAW-01,76.6
04009980,CHEM-04,85.9
04007791,ENV-04,30.0
04009210,CHEM-04,95.5
04008861,BME-05,57.6
04006730,LAW-04,84.5
04003361,CE-03,72.3
04003730,STAT-04,85.1
04009530,PHIL-03,77.5
04004651,MATH-02,77.7
04002101,CS-02,75.5
04007860,MUS-05,44.5
04005390,CE-01,82.4
04001360,LAW-04,99.8
04009190,SE-05,44.8
04000310,CHEM-04,64.1
04004811,HIST-03,51.9
04003961,ART-03,70.4
04004840,BIO-03,87.1
04004451,MUS-05,62.2
04008180,ME-04,66.8
04002281,CS-05,71.2
04009361,BME-05,64.3
04003271,SE-02,55.5
04004170,EE-04,70.1
04002140,ECON-04,55.4
04002550,PHIL-03,68.4
04009341,SOC-05,61.2
04002810,PSY-03,37.0
04003491,PHIL-03,53.3
04004431,SOC-04,56.5
04004820,MUS-03,72.4
04006621,ECON-01,59.1
04000020,MATH-01,73.9
04002071,CE-05,68.3
04007341,BME-01,65.2
04005201,PHYS-01,82.3
04005790,BIO-05,59.5
04001880,ECON-05,82.6
04004711,SOC-04,70.0
04002010,LAW-02,83.2
04003290,PSY-04,91.0
04005930,CE-01,56.2
04002041,STAT-05,87.2
04007850,PSY-01,77.6
04006950,SE-02,54.9
04002180,BME-02,42.9
04006101,MUS-05,41.6
04009361,HIST-05,80.8
04004040,PHIL-04,78.6
04009230,PSY-01,80.0
04004651,CS-05,40.8
04009161,ECON-02,73.5
04004700,SE-03,83.2
04001360,PSY-03,56.0
04009250,LAW-01,48.2
04000481,EE-04,84.4
04002420,EE-01,67.1
04002871,SE-05,79.0
04000270,ME-05,87.7
04002281,CS-02,73.3
04000430,SOC-02,30.0
04004820,LAW-02,89.2
04008841,PHIL-03,80.5
04001320,LAW-01,76.3
04004951,MUS-02,64.0
04006631,HIST-05,73.3
04003141,PHYS-02,75.5
04008961,CE-03,76.7
04009841,ART-03,69.7
04001060,BIO-01,86.4
04000981,ECON-05,36.3
04000551,SOC-04,55.1
04008711,PSY-03,66.7
04007570,CE-04,76.8
04002751,BIO-02,56.3
04005661,SE-01,67.5
04006461,SE-03,72.7
04001250,ECON-01,94.0
04001050,CS-01,75.7
04002891,STAT-02,74.8
04000470,MUS-02,60.9
04004651,CS-02,60.1
04009030,CS-04,93.1
04007101,MUS-05,58.3
04002491,MATH-04,53.4
04002470,ART-04,65.8
04000171,LAW-02,84.4
04002670,BME-03,49.3
04000221,STAT-03,32.7
04003521,PHIL-03,88.8
04004511,HIST-03,42.2
04004341,ART-03,81.5
04004170,CE-05,85.2
04009610,ME-03,80.7
04001911,PSY-05,50.1
04001680,PHYS-02,95.6
04002291,CS-03,87.4
04009990,MUS-02,35.5
04004421,MATH-01,87.4
04008620,CE-03,59.6
04005071,PSY-04,70.5
04003650,SE-02,57.9
04006211,EE-03,56.0
04007091,ART-01,63.4
04008741,SOC-04,69.8
04005110,ENV-02,85.8
04009941,LAW-02,84.2
04007440,EE-01,74.0
04002470,SOC-05,62.5
04005961,CS-04,48.2
04003951,ART-05,49.3
04004540,PSY-03,61.3
04009671,CE-01,69.1
04002710,ART-02,60.1
04002060,HIST-04,79.3
04002350,ME-04,80.8
04009250,BME-01,89.0
04007920,ME-04,77.1
04009841,EE-03,84.7
04001700,ENV-03,66.8
04007590,MUS-05,49.3
04008711,MUS-04,96.8
04005860,PHIL-01,60.4
04007980,ART-05,54.5
04005831,ART-02,66.6
04000351,PSY-01,87.3
04000240,ENV-02,60.4
04003720,PSY-03,83.2
04003031,CE-04,76.4
04009291,EE-04,38.0
04003401,ENV-01,95.9
04004321,PSY-02,76.7
04002271,SOC-01,66.2
04001580,ECON-05,91.7
04001841,ME-03,87.2
04006841,STAT-05,54.2
04007710,BIO-04,81.5
04001571,PHYS-05,94.9
04003781,ME-05,74.3
04008421,PHYS-04,68.3
04005081,MUS-01,91.0
04003700,MATH-04,81.9
04008130,ME-05,96.1
04005370,MUS-04,53.8
04009551,CE-03,61.5
04006390,ART-02,65.5
04004260,EE-03,68.8
04000831,SOC-05,85.1
04001060,CS-03,41.6
04005760,EE-01,42.4
04005801,MATH-03,86.1
04000211,PSY-04,90.1
04001561,CE-02,66.4
04003941,STAT-03,79.0
04004840,ENV-01,72.3
04006621,PHIL-02,85.0
04008530,SOC-05,67.1
04009661,ME-04,45.7
04002780,ART-03,61.4
04000671,CS-01,37.9
04003491,MATH-04,70.6
04002171,BME-04,76.2
04005831,PHIL-01,64.6
04002850,ECON-02,43.5
04003970,STAT-01,84.5
04000341,CE-02,88.5
04009501,ART-03,55.4
04007710,BME-04,61.1
04004300,STAT-04,64.4
04005831,CHEM-05,54.0
04005991,ENV-03,62.9
04000391,CS-02,68.6
04006321,PSY-04,73.4
04008361,SE-02,71.6
04002960,MATH-05,57.1
04001761,STAT-02,56.7
04002821,SE-04,59.7
04005901,HIST-04,78.7
04009080,PSY-04,86.0
04004280,EE-05,62.4
04005901,ENV-05,73.9
04001521,ME-03,96.0
04009610,CS-03,94.2
04004221,ME-02,93.3
04003811,ENV-04,76.2
04003911,PSY-01,89.0
04006541,ECON-01,96.0
04003481,HIST-02,79.3
04007531,MATH-01,96.6
04005871,PHYS-03,93.3
04004001,ART-05,70.8
04006901,PSY-05,61.4
04000060,ART-02,87.0
04005970,EE-03,78.3
04006651,BIO-02,56.1
04001521,CE-05,70.6
04003871,MATH-03,88.4
04004911,PHIL-03,77.7
04008850,ART-02,74.4
04007570,MUS-05,79.9
04001250,PHIL-02,88.8
04003341,ENV-02,64.5
04005251,PSY-01,80.6
04002470,PSY-05,69.3
04004760,EE-05,71.7
04003281,STAT-02,85.7
04005181,BME-05,68.4
04006461,LAW-03,90.9
04004520,LAW-05,53.7
04002221,MATH-02,47.6
04000261,CHEM-02,69.6
04006040,ME-01,55.6
04005191,ENV-04,66.0
04005321,ME-01,86.2
04009431,HIST-04,77.6
04009621,ENV-04,93.6
04007820,SOC-02,56.8
04006440,ECON-04,71.5
04000261,STAT-01,70.8
04006670,SE-02,48.5
04000060,PHIL-01,30.0
04003001,CHEM-02,37.9
04003350,BME-04,82.9
04004390,MUS-05,85.1
04009501,EE-03,43.1
04007380,PHIL-02,89.1
04000721,HIST-01,60.0
04004561,ECON-05,79.7
04002500,HIST-03,82.1
04007510,ART-02,65.6
04008850,PHIL-01,89.9
04004951,ME-01,83.1
04001771,PHIL-04,91.9
04007110,MUS-04,36.0
04008110,CE-05,75.2
04001281,HIST-01,62.1
04008961,LAW-03,58.7
04000631,LAW-05,74.8
04008920,CE-05,38.4
04008850,CHEM-05,72.7
04008930,STAT-05,79.4
04003980,CHEM-03,43.5
04007710,SOC-03,80.0
04000130,LAW-05,56.8
04008760,PHYS-03,68.0
04005591,LAW-02,49.5
04000501,ENV-02,92.6
04001691,ECON-02,58.6
04008530,PSY-05,70.6
04006220,MUS-05,88.3
04009470,SOC-05,70.3
04003880,PSY-05,64.7
04006961,LAW-05,60.1
04001970,MATH-04,76.5
04006300,STAT-03,87.0
04003210,ECON-02,70.0
04002611,PSY-02,56.1
04002120,CS-02,51.3
04005081,ECON-01,60.9
04007881,LAW-01,80.9
04008240,ME-05,77.3
04005421,PHYS-04,77.8
04001271,EE-04,65.3
04005970,CE-04,95.3
04003261,SOC-01,83.2
04001521,CS-03,58.7
04000341,SE-01,66.9
04004401,ECON-03,63.5
04004581,PHYS-01,45.5
04002151,PHIL-04,74.8
04004890,ME-04,97.0
04006661,CHEM-01,87.5
04007920,ART-05,79.9
04004860,ENV-04,97.0
04007141,LAW-01,50.9
04009980,PHIL-05,68.8
04006481,CE-04,63.3
04009210,PHIL-05,67.1
04002541,ECON-02,81.9
04008240,ENV-01,96.8
04003901,CE-04,67.2
04004811,ME-05,88.3
04005910,MUS-02,98.7
04009701,SE-05,50.2
04002221,CS-02,63.3
04002990,PHYS-02,72.0
04009481,ME-02,71.8
04006040,ECON-01,59.0
04007881,SE-05,76.1
04009590,ART-01,66.5
04007750,MATH-01,85.1
04000331,CS-04,42.3
04008141,ME-03,76.4
04003431,MUS-05,77.6
04005600,BME-04,61.7
04005321,ECON-01,83.9
04005691,BIO-05,82.0
04000470,STAT-01,52.1
04005921,BME-05,82.5
04009030,ME-02,61.9
04000891,SE-01,68.4
04004811,ENV-01,88.9
04001390,EE-02,62.7
04000800,BIO-01,69.3
04003311,BIO-05,73.1
04007911,PHYS-01,86.5
04007561,PHIL-03,40.1
04004951,ECON-01,90.0
04006260,CHEM-03,86.5
04003811,CS-04,94.4
04008141,CE-05,61.8
04000151,BIO-03,76.9
04006520,LAW-01,90.5
04003470,SOC-05,63.9
04006800,PHIL-05,90.1
04005210,SE-03,61.3
04000081,BME-03,75.8
04001800,CE-04,41.1
04008020,CHEM-04,84.6
04009320,STAT-03,76.3
04004440,ART-03,76.9
04001271,ME-03,90.8
04005700,PHIL-04,83.3
04001941,MUS-02,89.3
04001271,BIO-01,69.7
04003271,ENV-04,63.0
04007740,ECON-04,63.3
04000071,CHEM-02,48.5
04004110,PHIL-01,86.3
04000181,BIO-05,54.1
04009261,PHYS-03,74.7
04006420,PHIL-03,49.5
04001410,CS-05,72.2
04004121,BIO-02,86.5
04005050,CS-02,87.8
04008320,BIO-02,79.7
04000321,PSY-05,71.3
04008031,LAW-02,76.3
04003790,CS-01,76.8
04004820,EE-05,86.9
04002321,PSY-03,80.2
04001360,CS-01,71.0
04001431,SOC-01,63.0
04005050,CHEM-01,75.9
04008340,PSY-01,80.2
04007980,PHYS-02,64.9
04005091,PHYS-03,75.7
04003031,ART-04,47.1
04005981,LAW-05,39.1
04006581,PHIL-02,73.5
04009520,BME-04,67.7
04007601,EE-02,46.6
04002841,HIST-01,72.2
04008651,ENV-02,61.6
04001550,SOC-01,86.9
04004360,ART-02,86.4
04005840,SE-01,62.7
04008100,HIST-02,86.1
04008911,EE-04,59.9
04007710,EE-01,87.8
04007491,MATH-04,89.3
04004401,BIO-02,78.9
04003821,HIST-03,75.8
04001460,SOC-04,80.7
04003551,ENV-02,67.6
04002511,CS-05,53.1
04002581,ART-03,67.6
04008461,HIST-01,39.0
04002230,SE-04,84.5
04008141,CS-03,75.9
04007071,SOC-04,83.6
04000401,CE-05,44.2
04009761,SE-05,87.2
04006680,STAT-04,69.9
04002210,PHYS-03,57.9
04003961,SOC-05,88.2
04004360,PHIL-01,87.9
04006520,BME-01,84.6
04004321,ENV-03,78.5
04002910,SE-01,85.8
04001660,HIST-04,53.8
04006751,PHIL-03,88.4
04000800,CS-03,71.7
04006190,CE-03,78.9
04001660,ENV-05,92.5
04005231,HIST-01,71.8
04009461,ENV-02,59.9
04006710,MATH-01,53.3
04000240,ECON-03,65.9
04009941,EE-05,47.8
04009580,MUS-05,83.2
04008330,ME-05,57.9
04008471,HIST-03,65.8
04000781,ENV-01,65.9
04005970,MUS-05,52.4
04002381,PSY-05,73.2
04003601,STAT-04,85.0
04001861,EE-02,31.7
04006411,ART-03,55.1
04003470,PSY-05,75.2
04004540,CS-01,85.0
04004431,PHYS-03,78.7
04003691,LAW-02,72.6
04009030,LAW-03,91.0
04001271,CS-03,78.6
04002780,SE-03,58.2
04003411,STAT-03,75.4
04000671,ART-05,89.2
04008510,ECON-04,85.2
04003240,SE-02,68.7
04003901,MUS-05,37.8
04008330,ENV-01,82.1
04009270,SE-03,71.7
04006150,LAW-02,90.1
04006211,SOC-05,33.8
04002691,MATH-03,79.2
04009451,SE-04,72.1
04000570,SOC-01,79.5
04005551,HIST-01,85.5
04003831,LAW-05,94.9
04005100,HIST-02,53.7
04000901,ECON-04,87.7
04004101,SE-01,90.9
04004960,CE-03,93.1
04000800,MATH-05,67.5
04000261,PSY-04,50.8
04003361,ENV-05,86.8
04005360,ENV-03,86.0
04009870,MUS-05,57.2
04002581,EE-03,88.6
04003740,HIST-01,56.7
04009841,SOC-05,86.9
04008771,BIO-01,91.3
04005930,EE-02,71.2
04009721,PSY-01,81.1
04001031,CS-05,80.9
04003790,ME-04,53.4
04001811,SOC-05,82.3
04002101,CE-02,89.9
04008660,BIO-01,70.5
04009540,MUS-04,82.9
04005821,SOC-03,88.0
04006091,STAT-02,71.2
04002520,ENV-04,32.3
04008570,ME-01,82.8
04008311,BME-04,78.8
04007341,MATH-03,65.9
04003941,PHYS-02,77.3
04000130,HIST-03,62.3
04007700,STAT-02,71.3
04005721,CE-02,98.6
04002530,SE-05,84.6
04001191,STAT-03,43.7
04009971,SE-04,85.1
04009830,ART-02,41.8
04007341,STAT-05,76.7
04004260,SOC-05,83.0
04009571,ART-05,73.8
04006420,MATH-04,60.4
04005110,BIO-02,95.2
04006961,HIST-03,59.3
04003561,MATH-04,73.4
04008200,CHEM-05,95.1
04006861,STAT-04,70.2
04003941,BIO-05,47.8
04008150,BIO-04,57.0
04006950,CS-04,72.5
04004871,HIST-02,92.9
04007410,SE-02,36.2
04005301,SOC-02,57.4
04005670,PHYS-02,90.2
04006321,CE-04,90.3
04003530,CS-04,73.5
04006361,BIO-03,82.5
04003010,EE-01,88.8
04009190,STAT-05,46.3
04004240,LAW-04,76.8
04005970,ART-04,82.0
04001780,CS-02,73.0
04007631,MUS-04,65.9
04000441,ENV-03,64.7
04000420,HIST-03,70.8
04007200,MATH-01,85.9
04008280,PHIL-03,88.8
04001821,EE-01,82.9
04009830,PHIL-01,79.3
04003200,ENV-03,72.7
04004091,HIST-01,91.2
04003061,HIST-01,57.3
04007920,PHYS-02,74.6
04000140,CHEM-02,90.1
04008351,LAW-05,54.6
04008950,LAW-05,65.9
04000730,ECON-02,84.3
04001861,PSY-01,82.6
04008150,BME-04,81.6
04002920,PSY-04,64.1
04001390,ECON-05,43.9
04009400,HIST-01,92.3
04006981,ME-05,53.0
04007661,MATH-02,98.7
04001530,PHYS-02,76.2
04005000,ECON-03,83.8
04002140,ME-03,63.4
04000721,CE-01,47.8
04000451,SE-03,75.3
04000361,LAW-02,92.0
04002140,BIO-01,72.7
04002361,BME-05,74.7
04004680,LAW-04,91.9
04004270,HIST-02,94.7
04007380,EE-03,76.9
04004540,ME-04,65.2
04001490,HIST-01,70.1
04002611,ENV-03,85.3
04006211,PSY-05,78.3
04007161,SE-05,60.6
04003621,CE-04,93.6
04004770,LAW-02,92.0
04004550,ECON-05,78.3
04005581,PHIL-03,51.7
04000041,SOC-03,72.2
04009671,EE-02,68.6
04004371,ME-04,91.8
04002871,MATH-03,88.5
04004620,BIO-04,84.5
04002640,ECON-03,77.7
04006370,MATH-01,73.0
04004651,CE-02,80.5
04001750,ART-01,53.3
04006981,ENV-01,92.7
04004350,LAW-02,91.8
04001511,ENV-02,65.0
04003251,BME-02,91.3
04007001,ME-03,52.6
04008611,MATH-04,73.6
04001261,PSY-01,52.8
04006781,ECON-02,95.8
04007191,PHIL-05,93.8
04004610,ECON-04,59.2
04009101,ECON-03,88.8
04007301,EE-03,74.8
04006541,ART-03,78.0
04003081,SE-03,38.0
04005930,PSY-01,58.6
04002000,MATH-02,70.1
04002361,HIST-05,93.7
04008620,HIST-04,87.1
04005591,EE-05,74.2
04004021,ART-05,85.4
04001811,PSY-05,62.6
04000201,EE-04,77.3
04002041,MATH-04,79.9
04003650,CS-04,58.5
04009711,MUS-03,81.7
04004131,SOC-01,78.3
04005831,PHIL-04,84.2
04009391,PSY-02,67.0
04000071,PSY-04,92.1
04008810,PSY-02,89.2
04004620,BME-04,92.6
04001561,MATH-01,36.1
04005370,STAT-03,88.2
04001191,ART-05,66.5
04006381,BME-04,94.4
04007930,PHIL-03,84.8
04006651,MUS-03,87.2
04000641,SOC-04,59.4
04002431,STAT-02,77.4
04007120,PSY-03,82.3
04006390,PHIL-04,79.1
04001800,SOC-05,67.9
04008771,MATH-05,78.3
04005191,ME-02,71.7
04008480,ENV-02,91.5
04008450,PHIL-02,67.1
04005821,EE-01,80.3
04006190,LAW-03,88.3
04006581,ART-03,67.0
04003521,BIO-04,70.6
04006181,EE-04,43.6
04001001,STAT-01,79.5
04009920,ME-05,58.2
04001110,PHIL-05,47.3
04002010,ME-01,60.0
04004520,BIO-03,43.0
04001160,CE-03,58.9
04007521,LAW-05,43.2
04003540,EE-05,69.8
04002411,HIST-02,77.8
04000101,SOC-04,49.5
04003411,PHYS-05,75.6
04009551,ENV-05,57.1
04006770,PHIL-03,97.5
04004240,MUS-04,56.6
04003161,ME-02,74.1
04006730,ART-05,93.9
04000560,ENV-05,68.6
04004820,ME-01,99.0
04006531,SOC-04,94.2
04004830,HIST-01,80.6
04009880,CHEM-04,87.8
04003770,ART-05,88.4
04002371,SOC-04,67.8
04003041,LAW-05,30.5
04000010,PHIL-03,76.8
04008690,CHEM-04,61.7
04000891,MATH-01,70.9
04008890,BME-02,62.7
04001360,ART-05,81.9
04007580,BME-05,71.7
04005000,BIO-02,72.2
04008020,PHIL-05,96.1
04002450,ART-04,66.9
04002151,BME-05,80.5
04004960,LAW-03,79.5
04001091,HIST-03,67.2
04005970,PSY-05,77.0
04009941,MUS-01,70.4
04000631,BIO-03,65.6
04008240,CHEM-04,71.2
04004680,MUS-04,49.8
04009080,ART-02,42.0
04000201,CE-05,96.2
04005680,CE-04,49.6
04002071,CHEM-02,50.7
04005261,PHYS-04,53.3
04005471,BME-03,88.5
04002291,STAT-01,90.0
04003901,PSY-05,74.3
04009530,LAW-05,77.7
04004801,CS-01,55.1
04000331,LAW-03,37.2
04000211,CHEM-05,77.5
04006501,ECON-05,83.8
04004651,SE-01,87.1
04002210,ECON-02,60.6
04001850,ECON-05,55.7
04006070,BME-04,85.9
04006000,ECON-01,86.7
04002990,PSY-02,97.1
04002841,CE-01,62.9
04002080,HIST-04,48.2
04000870,CS-02,78.4
04004880,PHIL-02,84.2
04007811,BIO-02,85.8
04006701,SOC-02,77.3
04007270,CE-01,60.1
04003530,CE-03,78.2
04008671,ECON-03,85.5
04006140,SOC-02,81.1
04003370,ECON-05,51.3
04002590,ME-02,45.2
04009200,PHIL-03,90.9
04007011,PHIL-01,75.3
04009080,PHIL-01,56.4
04009501,PSY-05,65.9
04003831,HIST-03,43.1
04009320,BIO-05,81.9
04008271,PHIL-01,49.5
04009051,STAT-04,64.6
04002350,SE-04,78.5
04005151,EE-05,63.8
04001160,ME-02,33.6
04009941,ME-01,44.7
04004890,PHYS-02,74.6
04003500,CHEM-03,55.0
04003621,MUS-05,77.0
04003271,SE-03,30.0
04007011,CHEM-05,92.6
04007280,PSY-04,53.5
04002010,ECON-01,82.6
04009411,SOC-01,64.6
04007551,CE-04,82.7
04000181,PSY-02,63.5
04003261,PHYS-03,73.3
04008291,BIO-04,67.5
04001290,CHEM-03,55.3
04005240,EE-02,88.8
04005700,BME-05,57.2
04006571,BME-03,79.8
04000461,BIO-02,55.5
04006260,MATH-05,79.9
04000161,EE-02,68.6
04000651,BME-04,88.4
04004760,PHIL-02,64.1
04005501,BME-05,71.3
04008260,EE-01,81.9
04000540,EE-05,75.7
04004820,ECON-01,70.0
04001660,LAW-01,57.6
04005231,CE-01,76.4
04005120,HIST-03,30.0
04002660,BME-01,64.7
04001741,MATH-04,78.6
04005191,LAW-03,90.1
04002420,ENV-04,78.9
04000740,HIST-04,61.6
04004170,CHEM-02,87.6
04003441,ART-01,65.8
04004181,ME-03,43.6
04001250,SE-03,87.0
04000391,PHIL-01,80.8
04009621,LAW-03,67.1
04004590,HIST-01,96.8
04006881,PSY-05,63.8
04008271,SE-01,66.1
04007930,MATH-04,48.8
04002930,HIST-02,86.4
04000410,ME-02,69.9
04008090,BIO-04,86.0
04000391,CHEM-05,68.4
04000321,HIST-02,87.7
04009021,CE-01,65.8
04007870,PHIL-05,55.1
04003390,CHEM-04,91.5
04003650,CE-03,85.7
04005280,ART-02,72.7
04009610,CHEM-02,76.7
04008320,MUS-03,53.9
04005530,BME-03,72.5
04009990,ART-03,68.8
04001951,ENV-03,77.0
04003691,EE-05,91.0
04006040,EE-03,59.6
04004520,ME-05,66.9
04009061,SE-05,97.6
04002190,ART-05,93.8
04000381,PSY-01,78.2
04005430,BIO-04,69.3
04001071,ECON-05,53.0
04003530,ME-02,77.0
04006070,SOC-03,83.9
04005611,ECON-02,71.0
04006150,EE-05,60.3
04000481,CHEM-02,71.0
04002561,ECON-04,83.3
04006661,CE-02,65.5
04007171,BIO-04,53.9
04006990,STAT-04,55.1
04006250,PHIL-04,80.7
04008861,ECON-04,62.3
04008090,BME-04,72.6
04008351,HIST-03,53.8
04009671,ECON-05,83.5
04007431,PHIL-05,56.8
